# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  2 09:54:08 2025
#
# COLUMN toi:            TESS Object of Interest
# COLUMN toipfx:         TESS Object of Interest Prefix
# COLUMN tid:            TESS Input Catalog ID
# COLUMN ctoi_alias:     TESS Input Catalog of Interest Alias
# COLUMN pl_pnum:        Pipeline Signal ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,toi_created,rowupdate
3617,4142.01,4142,39573090,39573090.01,1,PC,17h35m33.93s,263.8913950,+35d16m35.44s,35.2765120,-4.3320000,0.3800000,2459767.7777710,3.6593967,3.9170000,4230.0000000,12.1105000,1001.6900000,1567.0000000,12.6521000,890.8050000,5875.0000000,3.9200000,1.8600000,2021-06-23 15:28:28,2024-08-22 10:08:01
3618,4143.01,4143,371711170,371711170.01,1,FP,04h40m24.13s,70.1005560,+81d04m38.18s,81.0772720,10.0580000,-4.5040000,2459015.2478980,9.8482192,4.2400000,1670.0000000,13.8742000,206.6910000,1056.0000000,12.1158000,1283.5300000,6126.0000000,3.4600000,3.3100000,2021-06-23 15:28:29,2024-08-22 10:08:01
3619,4144.01,4144,313194972,313194972.01,1,PC,05h46m28.27s,86.6177980,+75d02m43.94s,75.0455390,-1.7460000,-14.4780000,2459744.9914190,16.9020565,5.7290000,14890.0000000,11.3763000,62.5724000,783.0000000,11.9039000,260.0020000,5442.0000000,4.4900000,0.9100000,2021-06-23 15:28:29,2024-08-22 10:08:01
3620,4145.01,4145,279947414,279947414.01,1,CP,02h37m43.14s,39.4297430,+80d16m02.58s,80.2673840,11.7660000,-13.4130000,2459767.6365570,4.0664446,1.7120000,19740.0000000,12.1827000,89.3911000,856.0000000,11.5241000,205.3870000,5421.0000000,4.5400000,0.8600000,2021-06-23 15:28:29,2024-08-22 10:08:01
3621,4146.01,4146,23124038,23124038.01,1,APC,18h17m40.27s,274.4177820,+34d05m28.98s,34.0913830,-48.8340000,-28.0300000,2459768.2954680,0.7011578,0.9320000,5890.0000000,13.2816000,4863.5900000,2326.0000000,11.5765000,464.6110000,6036.0000000,4.1300000,1.5100000,2021-06-23 15:28:29,2024-08-22 10:08:01
3622,4147.01,4147,138329479,138329479.01,1,PC,05h32m21.16s,83.0881720,+79d48m32.88s,79.8091320,8.8920000,1.0090000,2459767.7122670,2.3745416,3.1700000,10590.0000000,13.6144000,1303.7100000,1674.0000000,12.7833000,631.7390000,5865.0000000,4.2300000,1.3000000,2021-06-23 15:28:29,2025-04-01 12:03:13
3623,4148.01,4148,137157546,137157546.01,1,FP,02h00m05.2s,30.0216630,+77d22m08.4s,77.3690010,-3.3320000,-5.5460000,2459721.1173120,3.6841446,2.9670000,2260.0000000,3.7426300,286.2620000,1145.0000000,12.0672000,204.6390000,4939.0000000,4.5500000,0.7900000,2021-06-23 15:28:29,2024-08-22 10:08:01
3624,4149.01,4149,103096524,103096524.01,1,PC,04h04m13.22s,61.0550970,+75d29m47.96s,75.4966550,3.7330000,-4.0690000,2459768.6756730,3.2928068,2.1070000,16460.0000000,11.9432000,159.8420000,990.0000000,12.8508000,331.4300000,5037.0000000,4.4400000,0.9100000,2021-06-23 15:28:29,2024-08-22 10:08:01
3625,415.01,415,152476657,152476657.01,1,KP,04h10m27.86s,62.6160810,-45d53m53.67s,-45.8982430,2.3790000,-6.5110000,2459166.4830510,3.6112621,3.5377447,5684.0944144,13.6137403,1818.5488883,1665.5243818,10.5831000,381.1740000,6450.0000000,4.0377600,1.6844300,2019-06-06 20:53:59,2021-12-02 16:02:01
3626,4150.01,4150,102719996,102719996.01,1,PC,04h10m05.04s,62.5209820,+70d54m56.58s,70.9157160,-6.4900000,12.8780000,2459726.0671960,9.7938352,4.6542394,6228.3071316,13.1815999,254.8254794,1019.0147305,12.8051000,636.9340000,5737.0000000,4.1200000,1.4620200,2021-06-23 15:28:30,2024-09-10 10:08:02
3627,4151.01,4151,406926040,406926040.01,1,PC,19h09m42.48s,287.4270010,+56d21m51.38s,56.3642710,0.3100000,6.8530000,2459910.9202290,11.6999152,3.8630000,2960.0000000,12.0929000,157.4920000,986.0000000,11.2924000,701.2780000,6906.0000000,3.9400000,2.1600000,2021-06-23 15:28:30,2024-08-22 10:08:01
3628,4152.01,4152,1813844121,1813844121.01,1,PC,18h43m03.28s,280.7636510,+24d05m22.93s,24.0897030,-0.1760000,-5.8240000,2459744.5121980,1.5822588,2.9640000,13280.0000000,,,,11.7729000,555.3170000,,,,2021-06-23 15:28:30,2024-08-22 10:08:01
3629,4153.01,4153,470171739,470171739.01,1,CP,22h21m34.43s,335.3934700,+82d12m57.88s,82.2160790,16.3300000,8.2730000,2460452.8376620,4.6174254,4.5173138,9412.5600540,16.6632337,1212.0072219,1504.8598368,11.1477000,423.8400000,6411.0000000,4.1000000,1.6721900,2021-06-23 15:28:30,2025-04-21 12:03:49
3630,4154.01,4154,470156846,470156846.01,1,PC,22h11m37.27s,332.9053000,+82d43m50.31s,82.7306420,-5.8120000,-1.2780000,2459764.0896510,7.3446285,5.0440000,4210.0000000,12.8665000,506.0010000,1321.0000000,12.7397000,975.9830000,6320.0000000,3.9400000,1.9900000,2021-06-23 15:28:30,2024-08-22 10:08:01
3631,4155.01,4155,467331291,467331291.01,1,CP,21h42m32.69s,325.6362270,+77d44m03.78s,77.7343840,31.4870000,27.5960000,2459913.5206220,3.3207642,2.4870000,940.0000000,3.0235600,586.7620000,1371.0000000,11.2473000,240.7370000,6142.0000000,4.5500000,0.9500000,2021-06-23 15:28:31,2025-08-09 12:03:57
3632,4156.01,4156,462553953,462553953.01,1,PC,15h23m07.4s,230.7808340,+76d19m54.78s,76.3318820,-30.9840000,35.3940000,2459660.5946440,4.4618780,2.9370000,500.0000000,2.3251500,459.4950000,1289.0000000,10.7152000,213.7190000,5986.0000000,4.4500000,1.0400000,2021-06-23 15:28:31,2024-08-22 10:08:01
3633,4156.02,4156,462553953,462553953.02,2,PC,15h23m07.4s,230.7808340,+76d19m54.78s,76.3318820,-30.9840000,35.3940000,2458844.8201350,12.8226390,3.1703392,750.9057494,3.0954065,101.3928989,809.3225377,10.7152000,213.7190000,5986.0000000,4.4500000,1.0396301,2023-03-02 20:06:11,2023-05-19 16:02:01
3634,4157.01,4157,461538935,461538935.01,1,FP,23h03m55.66s,345.9818980,+85d26m34.88s,85.4430220,15.3270000,-5.7910000,2459767.3610770,5.2898350,3.1790000,2330.0000000,7.6447400,2582.5800000,1986.0000000,11.5576000,348.6920000,6655.0000000,4.5000000,1.1100000,2021-06-23 15:28:31,2024-08-22 10:08:01
3635,4158.01,4158,441797394,441797394.01,1,PC,17h37m12.23s,264.3009550,+72d05m11.32s,72.0864790,,,2459846.5622810,13.4167713,2.1510000,1780.0000000,,,,12.2750000,397.9800000,,,,2021-06-23 15:28:31,2025-02-02 12:03:02
3636,4159.01,4159,441600335,441600335.01,1,APC,07h41m48.42s,115.4517450,+74d11m01.96s,74.1838780,-15.8790000,-6.1030000,2459768.1390160,0.8659846,0.8910000,1660.0000000,8.8661800,1311.0600000,1676.0000000,12.2075000,745.9080000,5815.0000000,3.8900000,1.9200000,2021-06-23 15:28:31,2025-01-30 12:03:06
3637,416.01,416,49899799,49899799.01,1,FP,03h15m25.05s,48.8543930,-02d10m31.13s,-2.1753140,29.7570000,-6.8590000,2459163.4147700,7.0114000,4.8000000,8970.0000000,18.1417000,753.6730000,1459.0000000,8.2822200,131.9620000,6084.8000000,4.0100000,1.8200000,2019-01-16 19:24:28,2021-10-29 12:59:15
3638,4160.01,4160,441580526,441580526.01,1,PC,07h26m57.87s,111.7411440,+72d13m45.62s,72.2293390,3.7540000,-9.4930000,2459598.9968380,4.4427146,3.2966866,12220.1525687,11.7585481,375.1250027,1122.4415956,12.2319000,399.6760000,5754.0000000,4.4100000,1.0441300,2021-06-23 15:28:31,2024-09-06 10:08:02
3639,4161.01,4161,441572821,441572821.01,1,PC,07h20m36.1s,110.1504310,+72d45m33.84s,72.7594000,-0.9570000,-1.6700000,2459603.7378660,4.2607797,6.4465003,3857.0364187,13.7822358,3322.0021575,1936.2869886,11.9399000,1064.4300000,7409.0000000,4.0000000,2.1503201,2021-06-23 15:28:32,2024-09-08 10:08:02
3640,4162.01,4162,420114036,420114036.01,1,PC,19h21m34.04s,290.3918210,+73d21m00.44s,73.3501220,-18.5090000,0.0020000,2459737.8541900,4.3744258,5.2750000,8580.0000000,19.4866000,1159.2800000,1625.0000000,12.0950000,725.7540000,6013.0000000,3.8600000,2.0500000,2021-06-23 15:28:32,2025-07-22 12:04:25
3641,4163.01,4163,420112217,420112217.01,1,PC,19h20m13.84s,290.0576770,+73d59m22.77s,73.9896570,-6.9590000,-2.3820000,2459736.7170510,21.5615248,5.7300000,3600.0000000,7.7645400,51.2879000,745.0000000,12.4899000,485.1470000,5644.0000000,4.2200000,1.2800000,2021-06-23 15:28:32,2024-08-22 10:08:01
3642,4164.01,4164,420108587,420108587.01,1,PC,18h59m32.3s,284.8845640,+73d30m47.82s,73.5132840,2.8770000,1.0070000,2459849.1626480,3.5228430,2.8740000,800.0000000,3.9330300,638.0210000,1400.0000000,12.2779000,511.1930000,5952.0000000,,1.3900000,2021-06-23 15:28:32,2025-03-25 12:03:48
3643,4165.01,4165,398371628,398371628.01,1,PC,21h04m03.02s,316.0125860,+85d52m41.55s,85.8782090,19.7780000,29.5940000,2459913.3604410,7.1406422,1.9916579,7517.3472752,11.9782180,156.6452579,902.2960634,12.1926000,338.1760000,5463.0000000,4.4200000,1.0000700,2021-06-23 15:28:32,2024-09-20 12:02:42
3644,4166.01,4166,389777651,389777651.01,1,PC,10h24m55.09s,156.2295500,+84d45m16.99s,84.7547190,-28.1140000,-5.0150000,2459606.7070730,5.2361240,2.6220000,930.0000000,2.9461600,188.9430000,1032.0000000,11.6431000,257.9620000,5604.0000000,4.4700000,0.9600000,2021-06-23 15:28:32,2024-08-22 10:08:01
3645,4167.01,4167,377165123,377165123.01,1,FP,19h03m11.28s,285.7970080,+57d23m17.44s,57.3881770,13.5230000,14.1240000,2459845.3653720,14.7939010,3.1710000,8150.0000000,8.4275600,19.3352000,584.0000000,12.9474000,359.6430000,5095.0000000,4.5200000,0.8400000,2021-06-23 15:28:32,2024-08-22 10:08:01
3646,4168.01,4168,372758077,372758077.01,1,PC,11h35m20.09s,173.8336910,+79d24m46.99s,79.4130530,25.9870000,7.2030000,2459394.2566210,29.3821476,2.9371293,6575.4394880,14.7329776,41.9877466,649.2327084,11.4470000,326.4750000,6016.0000000,4.3600000,1.1547199,2021-06-23 15:28:32,2024-09-07 10:08:02
3647,4169.01,4169,372747949,372747949.01,1,PC,20h47m16.91s,311.8204710,+76d06m25.23s,76.1070080,9.7470000,2.3370000,2459763.1675930,3.4026932,5.2300000,2900.0000000,11.5347000,1695.2800000,1787.0000000,12.7553000,917.9880000,5661.0000000,3.7700000,2.1800000,2021-06-23 15:28:33,2024-08-22 10:08:01
3648,417.01,417,339733013,339733013.01,1,FP,07h23m24.43s,110.8518020,-58d41m48.26s,-58.6967380,-32.1940000,6.3800000,2458328.3784300,5.6216200,2.6750000,580.0830000,3.3587900,334.6830000,1191.0000000,10.0793000,186.8070000,5834.2000000,4.2400000,1.2700000,2019-01-16 19:24:28,2021-12-07 16:02:02
3649,4170.01,4170,366972162,366972162.01,1,PC,22h30m22.62s,337.5942340,+77d51m55.81s,77.8655040,-3.6780000,-6.0460000,2459738.8533060,2.1902250,3.1510000,8750.0000000,15.1395000,1559.4500000,1750.0000000,12.3623000,587.2170000,5929.0000000,4.0900000,1.5600000,2021-06-23 15:28:33,2024-08-22 10:08:01
3650,4171.01,4171,362223355,362223355.01,1,PC,19h06m52.93s,286.7205570,+81d39m16.34s,81.6545390,10.8760000,26.4870000,2459885.7469210,3.7453991,3.3270000,1390.0000000,3.1717100,428.7650000,1267.0000000,12.4747000,279.3240000,5133.0000000,4.5600000,0.8100000,2021-06-23 15:28:33,2024-08-22 10:08:01
3651,4172.01,4172,359388309,359388309.01,1,PC,17h52m10.85s,268.0452170,+58d22m00.57s,58.3668260,-0.9900000,0.1250000,2459850.5579080,4.1915095,3.1870000,900.0000000,2.3325200,270.3530000,1129.0000000,12.2997000,241.9560000,4996.0000000,4.5600000,0.7900000,2021-06-23 15:28:33,2025-07-22 12:04:25
3652,4173.01,4173,358613376,358613376.01,1,PC,11h40m47.63s,175.1984720,+79d36m45.21s,79.6125580,1.8090000,2.3980000,2459942.6531050,8.2713274,3.8090000,20740.0000000,14.0507000,146.2250000,968.0000000,12.6361000,462.9040000,5921.0000000,4.5000000,0.9700000,2021-06-23 15:28:33,2024-08-22 10:08:01
3653,4174.01,4174,356822426,356822426.01,1,PC,18h20m23.63s,275.0984410,+71d09m42.97s,71.1619350,1.4750000,-5.6810000,2459714.7948200,1.5569519,1.0660000,950.0000000,6.9365600,614.2420000,1386.0000000,12.4560000,1043.5900000,6464.0000000,3.9400000,2.0400000,2021-06-23 15:28:33,2024-08-22 10:08:01
3654,4175.01,4175,952046774,952046774.01,1,PC,13h14m09.63s,198.5401330,-16d33m33.58s,-16.5593290,140.3310000,-140.1380000,2459578.4541850,2.1632835,1.3620000,830.0000000,,,,8.0935000,46.5528000,,,,2021-06-29 22:51:19,2022-03-11 10:10:02
3655,4176.01,4176,58533991,58533991.01,1,APC,13h28m00.33s,202.0013930,-29d47m27.88s,-29.7910770,-7.7080000,8.8120000,2459328.3063870,3.2089372,3.1000000,6310.0000000,19.3856000,1849.0200000,1826.0000000,9.5399000,397.1500000,7423.0000000,3.8977400,2.4300000,2021-06-29 22:51:19,2021-10-29 12:59:15
3656,4177.01,4177,130981260,130981260.01,1,APC,12h34m15.64s,188.5651630,-35d03m13.18s,-35.0536600,-33.6000000,1.6610000,2460065.3525400,3.6928289,3.8660000,5223.0000000,15.6542000,1756.3600000,1803.0000000,10.1793000,430.5870000,7042.0000000,3.9700000,2.1300000,2021-06-29 22:51:19,2023-06-28 10:10:02
3657,4178.01,4178,289988797,289988797.01,1,FP,12h48m31.95s,192.1331400,-13d39m12.17s,-13.6533800,-64.1010000,-23.8670000,2459576.8573520,2.2042212,1.0110000,4250.0000000,9.7888300,97.9610000,876.0000000,10.0415000,197.5070000,5702.0000000,4.1400000,1.4200000,2021-06-29 22:51:19,2022-03-11 10:10:02
3658,4179.01,4179,297148017,297148017.01,1,PC,13h29m39.88s,202.4161610,-16d33m18.46s,-16.5551270,-55.8800000,-4.4100000,2459330.9268700,2.5485772,3.1130000,1270.0000000,,4846.6900000,2324.0000000,10.3738000,,4813.4000000,,,2021-06-29 22:51:19,2021-10-29 12:59:15
3659,418.01,418,178284730,178284730.01,1,KP,04h01m32.53s,60.3855390,-20d27m03.6s,-20.4509990,-18.6650000,20.2760000,2459146.1004950,2.2359865,1.5254332,19058.0137423,13.4367443,491.3259550,1200.7764901,10.3074000,117.5980000,5260.0000000,4.5136300,0.8443790,2019-06-06 20:53:59,2021-12-02 16:02:01
3660,4180.01,4180,126737992,126737992.01,1,APC,09h07m40.62s,136.9192500,-50d38m24.83s,-50.6402310,-42.7680000,16.2080000,2459989.1616760,1.5954319,1.0000000,473.6397437,4.3219935,10433.7609370,2577.6857460,8.2938000,166.8730000,7511.0000000,3.9285700,1.9206700,2021-07-01 20:45:15,2023-09-12 10:08:02
3661,4181.01,4181,426017070,426017070.01,1,FP,02h51m14.98s,42.8124010,-73d09m19.84s,-73.1555110,1.7580000,-0.7810000,2458354.5718900,0.5992533,2.3197658,24379.9383482,2.9919707,228935.2995208,5578.8918184,15.9510000,5885.3000000,31000.0000000,5.5999800,0.1800000,2021-07-01 20:45:15,2025-02-21 13:59:35
3662,4182.01,4182,31637479,31637479.01,1,PC,03h03m39.54s,45.9147510,-69d44m51.71s,-69.7476970,127.5850000,58.4370000,2460184.8931030,27.8486970,3.5190000,343.0000000,2.7703600,19.8693000,588.0000000,9.2747000,132.6820000,5399.6000000,3.9000000,1.5600000,2021-07-08 23:19:06,2023-11-16 16:02:02
3663,4183.01,4183,421951960,421951960.01,1,PC,21h59m19.17s,329.8298840,-19d44m40.56s,-19.7446000,25.9770000,6.9130000,2458332.4962960,11.7915574,1.6063345,661.9685157,3.2687802,187.5928059,943.8952366,9.1047800,135.0860000,6407.0000000,4.3568700,1.2451200,2021-07-08 23:19:06,2021-10-29 12:59:15
3664,4184.01,4184,394357918,394357918.01,1,CP,02h55m18.83s,43.8284750,-79d24m52.93s,-79.4147040,79.0490000,165.7350000,2458326.7896910,4.9019938,1.3243804,10774.9512060,2.5554145,5.0534848,382.3996541,14.2612000,69.3649000,3147.0000000,5.0465400,0.2408070,2021-07-08 23:19:06,2023-12-03 12:03:15
3665,4185.01,4185,152563846,152563846.01,1,PC,11h28m54.69s,172.2278860,-38d06m25.12s,-38.1069770,-86.5840000,69.7570000,2460064.2605300,16.5414219,3.4223633,1098.6666331,3.3270234,23.3426364,560.6053342,10.7194000,99.0303000,4395.6000000,4.4900000,0.9384350,2021-07-08 23:19:06,2024-01-22 10:08:02
3666,4186.01,4186,300579472,300579472.01,1,PC,21h24m25.92s,321.1080120,-29d14m53.6s,-29.2482230,145.3850000,-201.6170000,2460168.3550540,12.7503356,3.2970000,692.0000000,2.1713500,54.0301000,755.0000000,8.9850000,68.4487000,5639.0000000,4.5504100,0.8800000,2021-07-08 23:28:50,2023-11-15 16:02:02
3667,4187.01,4187,176780257,176780257.01,1,PC,03h13m08.15s,48.2839440,-34d22m31.5s,-34.3754160,87.2310000,32.7420000,2458425.2393300,30.8812601,10.7723374,425.1596999,5.2996592,148.9610746,891.0210182,8.3010000,154.7320000,6047.0000000,3.7899000,2.2319901,2021-07-08 23:28:50,2021-10-29 12:59:15
3668,4188.01,4188,424747720,424747720.01,1,FP,19h22m41.34s,290.6722570,-51d25m35.07s,-51.4264090,-8.1620000,-37.9110000,2458655.6041610,10.2813284,2.4414916,37333.9631684,11.8759119,10.9982809,464.4628168,13.0123000,148.1340000,3919.0000000,4.6341300,0.5933170,2021-07-08 23:28:50,2021-10-29 12:59:15
3669,4189.01,4189,7422496,7422496.01,1,PC,05h25m23.73s,81.3488920,-44d25m52.63s,-44.4312850,-44.0980000,-110.3280000,2458470.3616150,46.9621053,5.7665722,757.7887314,2.4680695,11.3814426,468.4562934,8.7601000,69.6026000,5744.0000000,4.5626100,0.8793210,2021-07-08 23:28:50,2021-10-29 12:59:15
3670,419.01,419,279251651,279251651.01,1,FP,06h56m36.95s,104.1539580,-59d10m52.71s,-59.1813090,-150.8790000,454.2890000,2458654.1223940,0.4038426,1.0592218,636.6337963,1.4423930,710.6349790,1316.8351020,10.5886000,42.7600000,4119.1000000,4.7300000,0.5550000,2019-01-16 19:24:28,2021-12-07 16:02:02
3671,4190.01,4190,65416038,65416038.01,1,PC,02h43m41.76s,40.9240200,-28d20m38.36s,-28.3439880,-3.7260000,-68.8600000,2458388.8162620,15.6062307,3.6444849,659.0717891,2.1494954,29.4183635,593.9834944,10.6617000,121.4940000,5067.0000000,4.5419500,0.8165850,2021-07-08 23:28:50,2021-10-29 12:59:15
3672,4191.01,4191,167905035,167905035.01,1,PC,10h06m49.91s,151.7079560,-29d58m00.27s,-29.9667430,-73.1110000,-111.8190000,2458548.6688520,742.8561164,5.6483285,415.3404179,2.2756143,0.4671053,210.8499272,8.6282000,83.9132000,5816.0000000,4.3749400,1.1019400,2021-07-08 23:28:50,2022-04-19 12:02:07
3673,4192.01,4192,41995709,41995709.01,1,PC,01h35m09.15s,23.7881290,-41d30m25.98s,-41.5072160,16.5480000,21.7950000,2458403.4215580,4.2300182,1.8470000,3470.0000000,17.0408000,927.5010000,1537.0000000,11.8791000,507.6390000,6064.1000000,4.1800000,1.4400000,2021-07-12 14:24:00,2024-08-22 10:08:01
3674,4193.01,4193,382419744,382419744.01,1,PC,02h20m11.37s,35.0473800,-54d06m11.95s,-54.1033200,28.5080000,-5.5440000,2458397.7451010,6.5081212,5.4720000,8260.0000000,11.5110000,473.0370000,1299.0000000,12.7464000,597.9370000,5652.8000000,4.3800000,1.2700000,2021-07-12 14:24:00,2024-08-22 10:08:01
3675,4194.01,4194,299176311,299176311.01,1,APC,01h29m03.9s,22.2662300,-08d10m45.66s,-8.1793500,8.9140000,9.8620000,2458404.8228160,1.0432995,1.1690000,3260.0000000,6.5153200,1405.8900000,1705.0000000,12.5496000,505.7420000,5943.0000000,4.4200000,1.0700000,2021-07-12 14:24:00,2024-08-22 10:08:01
3676,4195.01,4195,67598139,67598139.01,1,PC,01h10m31.74s,17.6322450,-34d16m14.44s,-34.2706780,19.3390000,8.4080000,2458399.8185020,5.4447698,1.3660000,5420.0000000,,55.9408000,761.0000000,12.6802000,491.2610000,5890.0000000,,,2021-07-12 14:24:00,2024-08-22 10:08:01
3677,4196.01,4196,67566164,67566164.01,1,PC,01h04m00.25s,16.0010370,-31d41m07.76s,-31.6854900,-2.7760000,-0.3410000,2458404.3267190,3.1259240,2.9850000,18690.0000000,17.3686000,600.2970000,1378.0000000,12.5345000,560.0780000,5828.0000000,4.2800000,1.2400000,2021-07-12 14:24:00,2024-08-22 10:08:01
3678,4197.01,4197,332579116,332579116.01,1,PC,04h08m05.41s,62.0225580,-12d19m56.58s,-12.3323830,-2.1920000,-4.4310000,2458456.8063850,3.9017499,1.8450000,27430.0000000,12.6062000,73.9553000,816.0000000,12.8512000,240.7000000,4665.0000000,4.6000000,0.7100000,2021-07-12 14:25:44,2024-08-22 10:08:01
3679,4198.01,4198,459913687,459913687.01,1,PC,03h56m04.45s,59.0185610,+03d36m36.41s,3.6101130,0.5330000,1.5240000,2458458.4942300,4.7463180,3.1170000,12470.0000000,12.2509000,290.3350000,1149.0000000,13.3547000,545.8870000,5648.0000000,4.3600000,1.0900000,2021-07-12 14:25:44,2025-01-15 12:03:15
3680,4199.01,4199,220144363,220144363.01,1,PC,06h36m09.6s,99.0399820,+06d28m20.52s,6.4723670,-4.3120000,-6.1630000,2458487.7070300,4.4466179,4.5110000,7930.0000000,16.7023000,1257.7700000,1659.0000000,11.5141000,598.9410000,6534.0000000,4.0300000,1.8500000,2021-07-12 14:27:18,2024-08-22 10:08:01
3681,420.01,420,408159788,408159788.01,1,FP,05h13m47.45s,78.4477020,+07d03m21.03s,7.0558420,43.0910000,-51.3120000,2459199.0500710,2.3006980,3.4510000,780.0000000,4.8782400,17366.7000000,3198.0000000,10.6152000,145.4070000,5747.3000000,4.5700000,0.8500000,2019-02-08 16:19:52,2021-12-07 16:02:02
3682,4200.01,4200,53593542,53593542.01,1,PC,06h41m28.28s,100.3678330,-03d53m32.54s,-3.8923720,0.9310000,-2.9060000,2458489.5573280,1.0276410,1.9770000,12630.0000000,,2542.3200000,1978.0000000,13.5569000,1362.6000000,5640.0000000,,,2021-07-12 14:27:18,2024-08-22 10:08:01
3683,4201.01,4201,95057860,95057860.01,1,CP,06h01m53.93s,90.4747240,-13d27m40.94s,-13.4613710,11.7210000,6.2040000,2458485.2863090,3.5809733,2.1800000,36850.0000000,12.0428000,40.4443000,702.0000000,13.5011000,189.0110000,3790.0000000,4.6400000,0.6100000,2021-07-12 14:27:18,2024-08-22 10:08:01
3684,4202.01,4202,237603062,237603062.01,1,PC,06h53m14.58s,103.3107480,+02d56m13.15s,2.9369850,-13.9850000,-3.0210000,2458485.5942490,2.6689906,2.8540000,14140.0000000,,728.1210000,1447.0000000,13.5190000,1466.7900000,5247.8000000,,,2021-07-12 14:27:18,2024-08-22 10:08:01
3685,4203.01,4203,72494421,72494421.01,1,PC,06h13m20.35s,93.3348110,-11d29m32.31s,-11.4923090,1.2330000,-2.7380000,2458488.9402230,2.9531039,2.5010000,16770.0000000,,332.9700000,1190.0000000,13.5854000,1500.3200000,5304.5000000,,,2021-07-12 14:27:18,2024-12-06 12:03:00
3686,4204.01,4204,158697949,158697949.01,1,PC,05h47m37.24s,86.9051820,+04d22m58.43s,4.3828980,3.9830000,-13.7230000,2458484.9781330,3.9592516,3.2690000,3160.0000000,7.8575600,1272.3700000,1663.0000000,10.9786000,346.7580000,7068.0000000,4.3500000,1.3900000,2021-07-12 14:27:19,2024-08-22 10:08:01
3687,4205.01,4205,280645209,280645209.01,1,PC,06h45m11.28s,101.2970150,-01d57m37.76s,-1.9604900,-3.9010000,-16.3910000,2459217.8152360,5.9056572,4.3140000,10720.0000000,11.5383000,523.0230000,1332.0000000,12.6720000,344.1060000,5076.0000000,4.4000000,0.9700000,2021-07-12 14:27:19,2024-08-22 10:08:01
3688,4206.01,4206,281242007,281242007.01,1,PC,06h35m56.22s,98.9842530,+04d42m48.52s,4.7134770,-1.8020000,0.2660000,2458489.0482220,2.4170503,3.2460000,7730.0000000,13.9750000,1340.7200000,1685.0000000,13.2045000,860.0330000,5796.8000000,4.0700000,1.5600000,2021-07-12 14:27:19,2024-08-22 10:08:01
3689,4207.01,4207,37242226,37242226.01,1,FP,06h33m15.27s,98.3136160,-04d06m22.68s,-4.1063000,-2.7660000,1.3280000,2458488.3799450,1.0681394,2.0820000,7290.0000000,19.5184000,7148.7500000,2561.0000000,13.3581000,1719.4200000,7248.0000000,3.9500000,2.2300000,2021-07-12 14:27:19,2024-08-22 10:08:01
3690,4208.01,4208,280304556,280304556.01,1,PC,06h43m35.74s,100.8989060,-01d09m30.47s,-1.1584640,,,2458489.2759820,1.7232800,3.0050000,14180.0000000,,,,13.6625000,1725.3600000,,,,2021-07-12 14:27:19,2024-08-22 10:08:01
3691,4209.01,4209,200090347,200090347.01,1,PC,05h46m43.69s,86.6820210,+03d59m23.06s,3.9897400,-0.9210000,-5.1760000,2458489.6867710,0.8631737,1.2270000,6330.0000000,12.7525000,2000.0700000,1863.0000000,13.2977000,764.3050000,6142.0000000,4.1700000,1.4700000,2021-07-12 14:27:19,2024-08-22 10:08:01
3692,421.01,421,94986319,94986319.01,1,CP,05h27m24.79s,81.8532820,-14d16m36.26s,-14.2767400,-35.6870000,50.4500000,2459195.3081140,16.0675220,2.6182382,2929.6501469,4.7909617,36.1060604,625.1939631,9.2711000,74.7969000,5718.0000000,4.3565800,0.8601240,2019-05-17 18:40:33,2023-04-06 12:03:40
